当前时间：2017-07-21 08:17:25,内容:当前任务执行时间：2017-07-21 08:17:25,任务计划开始执行时间：2017-07-18 17:00:00
当前时间：2017-07-21 08:17:25,内容:执行这个,任务执行时间：2017-07-18 17:00:00
当前时间：2017-07-21 08:17:25,内容:任务开始执行
当前时间：2017-07-21 08:17:25,内容:当前赠送积分数值:0.1

当前时间：2017-07-21 08:17:25,内容:会员195,赠送2017-07-21的积分，消费积分数量33消费分红积分数量16.5

当前时间：2017-07-21 08:17:25,内容:会员199,赠送2017-07-21的积分，消费积分数量52.8消费分红积分数量26.85

当前时间：2017-07-21 08:17:25,内容:会员200,赠送2017-07-21的积分，消费积分数量2.2消费分红积分数量1.55

当前时间：2017-07-21 08:17:25,内容:会员206,赠送2017-07-21的积分，消费积分数量-4800消费分红积分数量-2391.35

当前时间：2017-07-21 08:17:25,内容:会员207,赠送2017-07-21的积分，消费积分数量345.4消费分红积分数量172.7

当前时间：2017-07-21 08:17:25,内容:会员208,赠送2017-07-21的积分，消费积分数量2.2消费分红积分数量1.3

当前时间：2017-07-21 08:17:25,内容:会员209,赠送2017-07-21的积分，消费积分数量0消费分红积分数量1.4

当前时间：2017-07-21 08:17:25,内容:会员211,赠送2017-07-21的积分，消费积分数量0消费分红积分数量0.5

当前时间：2017-07-21 08:17:25,内容:会员212,赠送2017-07-21的积分，消费积分数量-7213.2消费分红积分数量-3600.45

当前时间：2017-07-21 08:17:25,内容:会员214,赠送2017-07-21的积分，消费积分数量2.2消费分红积分数量1.35

当前时间：2017-07-21 08:17:25,内容:会员216,赠送2017-07-21的积分，消费积分数量0消费分红积分数量1

当前时间：2017-07-21 08:17:25,内容:会员217,赠送2017-07-21的积分，消费积分数量0消费分红积分数量0.1

当前时间：2017-07-21 08:17:25,内容:会员218,赠送2017-07-21的积分，消费积分数量2.2消费分红积分数量1.4

当前时间：2017-07-21 08:17:25,内容:会员219,赠送2017-07-21的积分，消费积分数量-6000消费分红积分数量-2995.9

当前时间：2017-07-21 08:17:25,内容:会员220,赠送2017-07-21的积分，消费积分数量2.2消费分红积分数量1.45

